date,home,visitor,goals_home,goals_visitor,extra_time
2018-10-03,San Jose Sharks,Anaheim Ducks,2.0,5.0,0
2018-10-03,Toronto Maple Leafs,Montreal Canadiens,3.0,2.0,1
2018-10-03,Vancouver Canucks,Calgary Flames,5.0,2.0,0
2018-10-03,Washington Capitals,Boston Bruins,7.0,0.0,0
2018-10-04,Buffalo Sabres,Boston Bruins,0.0,4.0,0
2018-10-04,Carolina Hurricanes,New York Islanders,1.0,2.0,1
2018-10-04,Colorado Avalanche,Minnesota Wild,4.0,1.0,0
2018-10-04,Dallas Stars,Arizona Coyotes,3.0,0.0,0
2018-10-04,Detroit Red Wings,Columbus Blue Jackets,2.0,3.0,1
2018-10-04,New York Rangers,Nashville Predators,2.0,3.0,0
2018-10-04,Ottawa Senators,Chicago Blackhawks,3.0,4.0,1
2018-10-04,Pittsburgh Penguins,Washington Capitals,7.0,6.0,1
2018-10-04,St. Louis Blues,Winnipeg Jets,1.0,5.0,0
2018-10-04,Vegas Golden Knights,Philadelphia Flyers,2.0,5.0,0
2018-10-05,Columbus Blue Jackets,Carolina Hurricanes,1.0,3.0,0
2018-10-05,Los Angeles Kings,San Jose Sharks,2.0,3.0,1
2018-10-06,Arizona Coyotes,Anaheim Ducks,0.0,1.0,0
2018-10-06,Buffalo Sabres,New York Rangers,3.0,1.0,0
2018-10-06,Calgary Flames,Vancouver Canucks,7.0,4.0,0
2018-10-06,Colorado Avalanche,Philadelphia Flyers,5.0,2.0,0
2018-10-06,Dallas Stars,Winnipeg Jets,5.0,1.0,0
2018-10-06,Minnesota Wild,Vegas Golden Knights,1.0,2.0,1
2018-10-06,New Jersey Devils,Edmonton Oilers,5.0,2.0,0
2018-10-06,New York Islanders,Nashville Predators,3.0,4.0,0
2018-10-06,Pittsburgh Penguins,Montreal Canadiens,1.0,5.0,0
2018-10-06,St. Louis Blues,Chicago Blackhawks,4.0,5.0,1
2018-10-06,Tampa Bay Lightning,Florida Panthers,2.0,1.0,1
2018-10-06,Toronto Maple Leafs,Ottawa Senators,3.0,5.0,0
2018-10-07,Carolina Hurricanes,New York Rangers,8.0,5.0,0
2018-10-07,Chicago Blackhawks,Toronto Maple Leafs,6.0,7.0,1
2018-10-07,Los Angeles Kings,Detroit Red Wings,4.0,2.0,0
2018-10-08,Anaheim Ducks,Detroit Red Wings,3.0,2.0,1
2018-10-08,Boston Bruins,Ottawa Senators,6.0,3.0,0
2018-10-08,Buffalo Sabres,Vegas Golden Knights,4.0,2.0,0
2018-10-08,New York Islanders,San Jose Sharks,4.0,0.0,0
2018-10-09,Carolina Hurricanes,Vancouver Canucks,5.0,3.0,0
2018-10-09,Columbus Blue Jackets,Colorado Avalanche,5.0,2.0,0
2018-10-09,Dallas Stars,Toronto Maple Leafs,4.0,7.0,0
2018-10-09,Nashville Predators,Calgary Flames,0.0,3.0,0
2018-10-09,Philadelphia Flyers,San Jose Sharks,2.0,8.0,0
2018-10-09,Winnipeg Jets,Los Angeles Kings,2.0,1.0,0
2018-10-10,Anaheim Ducks,Arizona Coyotes,2.0,3.0,1
2018-10-10,Ottawa Senators,Philadelphia Flyers,4.0,7.0,0
2018-10-10,Washington Capitals,Vegas Golden Knights,5.0,2.0,0
2018-10-11,Boston Bruins,Edmonton Oilers,4.0,1.0,0
2018-10-11,Buffalo Sabres,Colorado Avalanche,1.0,6.0,0
2018-10-11,Detroit Red Wings,Toronto Maple Leafs,3.0,5.0,0
2018-10-11,Florida Panthers,Columbus Blue Jackets,4.0,5.0,0
2018-10-11,Minnesota Wild,Chicago Blackhawks,4.0,3.0,1
2018-10-11,Montreal Canadiens,Los Angeles Kings,0.0,3.0,0
2018-10-11,New Jersey Devils,Washington Capitals,6.0,0.0,0
2018-10-11,Nashville Predators,Winnipeg Jets,3.0,0.0,0
2018-10-11,New York Rangers,San Jose Sharks,3.0,2.0,1
2018-10-11,Pittsburgh Penguins,Vegas Golden Knights,4.0,2.0,0
2018-10-11,St. Louis Blues,Calgary Flames,5.0,3.0,0
2018-10-11,Tampa Bay Lightning,Vancouver Canucks,1.0,4.0,0
2018-10-13,Arizona Coyotes,Buffalo Sabres,0.0,3.0,0
2018-10-13,Boston Bruins,Detroit Red Wings,8.0,2.0,0
2018-10-13,Chicago Blackhawks,St. Louis Blues,4.0,3.0,1
2018-10-13,Colorado Avalanche,Calgary Flames,2.0,3.0,1
2018-10-13,Dallas Stars,Anaheim Ducks,5.0,3.0,0
2018-10-13,Florida Panthers,Vancouver Canucks,2.0,3.0,0
2018-10-13,Minnesota Wild,Carolina Hurricanes,4.0,5.0,1
2018-10-13,Montreal Canadiens,Pittsburgh Penguins,4.0,3.0,1
2018-10-13,Nashville Predators,New York Islanders,5.0,2.0,0
2018-10-13,New York Rangers,Edmonton Oilers,1.0,2.0,0
2018-10-13,Ottawa Senators,Los Angeles Kings,5.0,1.0,0
2018-10-13,Philadelphia Flyers,Vegas Golden Knights,0.0,1.0,0
2018-10-13,Tampa Bay Lightning,Columbus Blue Jackets,8.0,2.0,0
2018-10-13,Washington Capitals,Toronto Maple Leafs,2.0,4.0,0
2018-10-14,New Jersey Devils,San Jose Sharks,3.0,2.0,0
2018-10-14,St. Louis Blues,Anaheim Ducks,2.0,3.0,0
2018-10-14,Winnipeg Jets,Carolina Hurricanes,3.0,1.0,0
2018-10-15,Montreal Canadiens,Detroit Red Wings,7.0,3.0,0
2018-10-15,Nashville Predators,Minnesota Wild,4.0,2.0,0
2018-10-15,Ottawa Senators,Dallas Stars,4.0,1.0,0
2018-10-15,Toronto Maple Leafs,Los Angeles Kings,4.0,1.0,0
2018-10-16,Minnesota Wild,Arizona Coyotes,2.0,1.0,0
2018-10-16,New Jersey Devils,Dallas Stars,3.0,0.0,0
2018-10-16,New York Rangers,Colorado Avalanche,3.0,2.0,1
2018-10-16,Philadelphia Flyers,Florida Panthers,6.0,5.0,1
2018-10-16,Pittsburgh Penguins,Vancouver Canucks,2.0,3.0,1
2018-10-16,Tampa Bay Lightning,Carolina Hurricanes,4.0,2.0,0
2018-10-16,Vegas Golden Knights,Buffalo Sabres,4.0,1.0,0
2018-10-16,Winnipeg Jets,Edmonton Oilers,4.0,5.0,1
2018-10-17,Anaheim Ducks,New York Islanders,4.0,1.0,0
2018-10-17,Calgary Flames,Boston Bruins,5.0,2.0,0
2018-10-17,Montreal Canadiens,St. Louis Blues,3.0,2.0,0
2018-10-17,Washington Capitals,New York Rangers,4.0,3.0,1
2018-10-18,Columbus Blue Jackets,Philadelphia Flyers,6.0,3.0,0
2018-10-18,Chicago Blackhawks,Arizona Coyotes,1.0,4.0,0
2018-10-18,Edmonton Oilers,Boston Bruins,3.0,2.0,1
2018-10-18,Los Angeles Kings,New York Islanders,2.0,7.0,0
2018-10-18,New Jersey Devils,Colorado Avalanche,3.0,5.0,0
2018-10-18,San Jose Sharks,Buffalo Sabres,5.0,1.0,0
2018-10-18,Tampa Bay Lightning,Detroit Red Wings,3.0,1.0,0
2018-10-18,Toronto Maple Leafs,Pittsburgh Penguins,0.0,3.0,0
2018-10-18,Winnipeg Jets,Vancouver Canucks,4.0,1.0,0
2018-10-19,Calgary Flames,Nashville Predators,3.0,5.0,0
2018-10-19,Dallas Stars,Minnesota Wild,1.0,3.0,0
2018-10-19,Washington Capitals,Florida Panthers,5.0,6.0,1
2018-10-20,Carolina Hurricanes,Colorado Avalanche,1.0,3.0,0
2018-10-20,Columbus Blue Jackets,Chicago Blackhawks,1.0,4.0,0
2018-10-20,Edmonton Oilers,Nashville Predators,0.0,3.0,0
2018-10-20,Florida Panthers,Detroit Red Wings,3.0,4.0,1
2018-10-20,Los Angeles Kings,Buffalo Sabres,1.0,5.0,0
2018-10-20,Minnesota Wild,Tampa Bay Lightning,5.0,4.0,1
2018-10-20,Ottawa Senators,Montreal Canadiens,4.0,3.0,1
2018-10-20,Philadelphia Flyers,New Jersey Devils,5.0,2.0,0
2018-10-20,San Jose Sharks,New York Islanders,4.0,1.0,0
2018-10-20,Toronto Maple Leafs,St. Louis Blues,1.0,4.0,0
2018-10-20,Vancouver Canucks,Boston Bruins,2.0,1.0,1
2018-10-20,Vegas Golden Knights,Anaheim Ducks,3.0,1.0,0
2018-10-20,Winnipeg Jets,Arizona Coyotes,5.0,3.0,0
2018-10-21,Anaheim Ducks,Buffalo Sabres,2.0,4.0,0
2018-10-21,Chicago Blackhawks,Tampa Bay Lightning,3.0,6.0,0
2018-10-21,New York Rangers,Calgary Flames,1.0,4.0,0
2018-10-22,Detroit Red Wings,Carolina Hurricanes,1.0,3.0,0
2018-10-22,Philadelphia Flyers,Colorado Avalanche,1.0,4.0,0
2018-10-22,Vancouver Canucks,Washington Capitals,2.0,5.0,0
2018-10-22,Winnipeg Jets,St. Louis Blues,5.0,4.0,1
2018-10-23,Columbus Blue Jackets,Arizona Coyotes,1.0,4.0,0
2018-10-23,Chicago Blackhawks,Anaheim Ducks,3.0,1.0,0
2018-10-23,Dallas Stars,Los Angeles Kings,4.0,2.0,0
2018-10-23,Edmonton Oilers,Pittsburgh Penguins,5.0,6.0,1
2018-10-23,Montreal Canadiens,Calgary Flames,3.0,2.0,0
2018-10-23,Nashville Predators,San Jose Sharks,4.0,5.0,0
2018-10-23,New York Rangers,Florida Panthers,5.0,2.0,0
2018-10-23,Ottawa Senators,Boston Bruins,1.0,4.0,0
2018-10-24,Colorado Avalanche,Tampa Bay Lightning,0.0,1.0,0
2018-10-24,New York Islanders,Florida Panthers,2.0,3.0,1
2018-10-24,Vegas Golden Knights,Vancouver Canucks,2.0,3.0,1
2018-10-24,Winnipeg Jets,Toronto Maple Leafs,2.0,4.0,0
2018-10-25,Arizona Coyotes,Vancouver Canucks,4.0,1.0,0
2018-10-25,Boston Bruins,Philadelphia Flyers,3.0,0.0,0
2018-10-25,Buffalo Sabres,Montreal Canadiens,4.0,3.0,0
2018-10-25,Calgary Flames,Pittsburgh Penguins,1.0,9.0,0
2018-10-25,Chicago Blackhawks,New York Rangers,4.0,1.0,0
2018-10-25,Dallas Stars,Anaheim Ducks,5.0,2.0,0
2018-10-25,Edmonton Oilers,Washington Capitals,4.0,1.0,0
2018-10-25,Minnesota Wild,Los Angeles Kings,4.0,1.0,0
2018-10-25,New Jersey Devils,Nashville Predators,3.0,4.0,1
2018-10-25,St. Louis Blues,Columbus Blue Jackets,4.0,7.0,0
2018-10-26,Carolina Hurricanes,San Jose Sharks,4.0,3.0,1
2018-10-26,Colorado Avalanche,Ottawa Senators,6.0,3.0,0
2018-10-26,Detroit Red Wings,Winnipeg Jets,1.0,2.0,0
2018-10-26,Vegas Golden Knights,Tampa Bay Lightning,2.0,3.0,0
2018-10-27,Arizona Coyotes,Tampa Bay Lightning,7.0,1.0,0
2018-10-27,Boston Bruins,Montreal Canadiens,0.0,3.0,0
2018-10-27,Columbus Blue Jackets,Buffalo Sabres,5.0,4.0,1
2018-10-27,Calgary Flames,Washington Capitals,3.0,4.0,1
2018-10-27,Minnesota Wild,Colorado Avalanche,3.0,2.0,0
2018-10-27,New Jersey Devils,Florida Panthers,3.0,2.0,0
2018-10-27,Nashville Predators,Edmonton Oilers,3.0,5.0,0
2018-10-27,Philadelphia Flyers,New York Islanders,1.0,6.0,0
2018-10-27,St. Louis Blues,Chicago Blackhawks,7.0,3.0,0
2018-10-27,Toronto Maple Leafs,Winnipeg Jets,3.0,2.0,0
2018-10-27,Vancouver Canucks,Pittsburgh Penguins,0.0,5.0,0
2018-10-28,Anaheim Ducks,San Jose Sharks,3.0,4.0,1
2018-10-28,Carolina Hurricanes,New York Islanders,1.0,2.0,0
2018-10-28,Chicago Blackhawks,Edmonton Oilers,1.0,2.0,1
2018-10-28,Detroit Red Wings,Dallas Stars,4.0,2.0,0
2018-10-28,Los Angeles Kings,New York Rangers,4.0,3.0,0
2018-10-28,Vegas Golden Knights,Ottawa Senators,4.0,3.0,1
2018-10-29,Toronto Maple Leafs,Calgary Flames,1.0,3.0,0
2018-10-29,Vancouver Canucks,Minnesota Wild,5.0,2.0,0
2018-10-30,Anaheim Ducks,Philadelphia Flyers,2.0,3.0,0
2018-10-30,Arizona Coyotes,Ottawa Senators,5.0,1.0,0
2018-10-30,Buffalo Sabres,Calgary Flames,1.0,2.0,1
2018-10-30,Carolina Hurricanes,Boston Bruins,2.0,3.0,0
2018-10-30,Columbus Blue Jackets,Detroit Red Wings,3.0,5.0,0
2018-10-30,Edmonton Oilers,Minnesota Wild,3.0,4.0,0
2018-10-30,Montreal Canadiens,Dallas Stars,1.0,4.0,0
2018-10-30,Nashville Predators,Vegas Golden Knights,4.0,1.0,0
2018-10-30,Pittsburgh Penguins,New York Islanders,3.0,6.0,0
2018-10-30,San Jose Sharks,New York Rangers,3.0,4.0,1
2018-10-30,Tampa Bay Lightning,New Jersey Devils,8.0,3.0,0
2018-10-31,Vancouver Canucks,Chicago Blackhawks,4.0,2.0,0
2018-11-01,Anaheim Ducks,New York Rangers,2.0,3.0,1
2018-11-01,Calgary Flames,Colorado Avalanche,6.0,5.0,0
2018-11-01,Detroit Red Wings,New Jersey Devils,4.0,3.0,0
2018-11-01,Edmonton Oilers,Chicago Blackhawks,4.0,0.0,0
2018-11-01,Florida Panthers,Winnipeg Jets,2.0,4.0,0
2018-11-01,Los Angeles Kings,Philadelphia Flyers,2.0,5.0,0
2018-11-01,Montreal Canadiens,Washington Capitals,6.0,4.0,0
2018-11-01,New York Islanders,Pittsburgh Penguins,3.0,2.0,1
2018-11-01,Ottawa Senators,Buffalo Sabres,4.0,2.0,0
2018-11-01,San Jose Sharks,Columbus Blue Jackets,1.0,4.0,0
2018-11-01,St. Louis Blues,Vegas Golden Knights,5.0,3.0,0
2018-11-01,Tampa Bay Lightning,Nashville Predators,1.0,4.0,0
2018-11-01,Toronto Maple Leafs,Dallas Stars,1.0,2.0,0
2018-11-02,Arizona Coyotes,Carolina Hurricanes,4.0,3.0,1
2018-11-02,Vancouver Canucks,Colorado Avalanche,7.0,6.0,1
2018-11-02,Winnipeg Jets,Florida Panthers,2.0,4.0,0
2018-11-03,Buffalo Sabres,Ottawa Senators,9.0,2.0,0
2018-11-03,Calgary Flames,Chicago Blackhawks,5.0,3.0,0
2018-11-03,Detroit Red Wings,Edmonton Oilers,3.0,4.0,0
2018-11-03,Los Angeles Kings,Columbus Blue Jackets,4.0,1.0,0
2018-11-03,Montreal Canadiens,Tampa Bay Lightning,1.0,4.0,0
2018-11-03,Nashville Predators,Boston Bruins,1.0,0.0,0
2018-11-03,New York Islanders,New Jersey Devils,3.0,0.0,0
2018-11-03,Pittsburgh Penguins,Toronto Maple Leafs,0.0,5.0,0
2018-11-03,San Jose Sharks,Philadelphia Flyers,4.0,3.0,1
2018-11-03,St. Louis Blues,Minnesota Wild,1.0,5.0,0
2018-11-03,Vegas Golden Knights,Carolina Hurricanes,3.0,0.0,0
2018-11-03,Washington Capitals,Dallas Stars,3.0,4.0,1
2018-11-04,Anaheim Ducks,Columbus Blue Jackets,3.0,2.0,1
2018-11-04,New York Rangers,Buffalo Sabres,3.0,1.0,0
2018-11-04,Ottawa Senators,Tampa Bay Lightning,3.0,4.0,1
2018-11-05,Arizona Coyotes,Philadelphia Flyers,2.0,5.0,0
2018-11-05,Boston Bruins,Dallas Stars,2.0,1.0,1
2018-11-05,New York Islanders,Montreal Canadiens,3.0,4.0,1
2018-11-05,Pittsburgh Penguins,New Jersey Devils,1.0,5.0,0
2018-11-05,Washington Capitals,Edmonton Oilers,4.0,2.0,0
2018-11-06,Columbus Blue Jackets,Dallas Stars,4.0,1.0,0
2018-11-06,Detroit Red Wings,Vancouver Canucks,3.0,2.0,1
2018-11-06,Los Angeles Kings,Anaheim Ducks,4.0,1.0,0
2018-11-06,New York Rangers,Montreal Canadiens,5.0,3.0,0
2018-11-06,Ottawa Senators,New Jersey Devils,7.0,3.0,0
2018-11-06,San Jose Sharks,Minnesota Wild,4.0,3.0,0
2018-11-06,St. Louis Blues,Carolina Hurricanes,4.0,1.0,0
2018-11-06,Tampa Bay Lightning,Edmonton Oilers,5.0,2.0,0
2018-11-06,Toronto Maple Leafs,Vegas Golden Knights,3.0,1.0,0
2018-11-07,Anaheim Ducks,Calgary Flames,3.0,2.0,0
2018-11-07,Colorado Avalanche,Nashville Predators,1.0,4.0,0
2018-11-07,Washington Capitals,Pittsburgh Penguins,2.0,1.0,0
2018-11-08,Boston Bruins,Vancouver Canucks,5.0,8.0,0
2018-11-08,Chicago Blackhawks,Carolina Hurricanes,3.0,4.0,0
2018-11-08,Dallas Stars,San Jose Sharks,4.0,3.0,0
2018-11-08,Florida Panthers,Edmonton Oilers,4.0,1.0,0
2018-11-08,Los Angeles Kings,Minnesota Wild,1.0,3.0,0
2018-11-08,Montreal Canadiens,Buffalo Sabres,5.0,6.0,1
2018-11-08,Ottawa Senators,Vegas Golden Knights,3.0,5.0,0
2018-11-08,Philadelphia Flyers,Arizona Coyotes,5.0,4.0,1
2018-11-08,Tampa Bay Lightning,New York Islanders,4.0,2.0,0
2018-11-09,Anaheim Ducks,Minnesota Wild,1.0,5.0,0
2018-11-09,Detroit Red Wings,New York Rangers,3.0,2.0,1
2018-11-09,St. Louis Blues,San Jose Sharks,4.0,0.0,0
2018-11-09,Toronto Maple Leafs,New Jersey Devils,6.0,1.0,0
2018-11-09,Winnipeg Jets,Colorado Avalanche,5.0,2.0,0
2018-11-09,Washington Capitals,Columbus Blue Jackets,1.0,2.0,0
2018-11-10,Boston Bruins,Toronto Maple Leafs,5.0,1.0,0
2018-11-10,Buffalo Sabres,Vancouver Canucks,4.0,3.0,1
2018-11-10,Carolina Hurricanes,Detroit Red Wings,3.0,4.0,1
2018-11-10,Columbus Blue Jackets,New York Rangers,4.0,5.0,1
2018-11-10,Dallas Stars,Nashville Predators,4.0,5.0,1
2018-11-10,Florida Panthers,New York Islanders,4.0,2.0,0
2018-11-10,Los Angeles Kings,Calgary Flames,0.0,1.0,0
2018-11-10,Montreal Canadiens,Vegas Golden Knights,5.0,4.0,0
2018-11-10,Philadelphia Flyers,Chicago Blackhawks,4.0,0.0,0
2018-11-10,Pittsburgh Penguins,Arizona Coyotes,4.0,0.0,0
2018-11-10,Tampa Bay Lightning,Ottawa Senators,4.0,6.0,0
2018-11-11,Boston Bruins,Vegas Golden Knights,4.0,1.0,0
2018-11-11,Edmonton Oilers,Colorado Avalanche,1.0,4.0,0
2018-11-11,Florida Panthers,Ottawa Senators,5.0,1.0,0
2018-11-11,San Jose Sharks,Calgary Flames,3.0,1.0,0
2018-11-11,St. Louis Blues,Minnesota Wild,2.0,3.0,0
2018-11-11,Winnipeg Jets,New Jersey Devils,5.0,2.0,0
2018-11-11,Washington Capitals,Arizona Coyotes,1.0,4.0,0
2018-11-12,Anaheim Ducks,Nashville Predators,2.0,1.0,1
2018-11-12,Carolina Hurricanes,Chicago Blackhawks,3.0,2.0,1
2018-11-12,Dallas Stars,Columbus Blue Jackets,1.0,2.0,0
2018-11-12,New York Rangers,Vancouver Canucks,2.0,1.0,0
2018-11-13,Buffalo Sabres,Tampa Bay Lightning,2.0,1.0,0
2018-11-13,Detroit Red Wings,Arizona Coyotes,6.0,1.0,0
2018-11-13,Edmonton Oilers,Montreal Canadiens,6.0,2.0,0
2018-11-13,Los Angeles Kings,Toronto Maple Leafs,1.0,5.0,0
2018-11-13,Minnesota Wild,Washington Capitals,2.0,5.0,0
2018-11-13,New Jersey Devils,Pittsburgh Penguins,4.0,2.0,0
2018-11-13,New York Islanders,Vancouver Canucks,5.0,2.0,0
2018-11-13,Philadelphia Flyers,Florida Panthers,1.0,2.0,0
2018-11-13,San Jose Sharks,Nashville Predators,5.0,4.0,0
2018-11-14,Chicago Blackhawks,St. Louis Blues,1.0,0.0,0
2018-11-14,Colorado Avalanche,Boston Bruins,6.0,3.0,0
2018-11-14,Vegas Golden Knights,Anaheim Ducks,5.0,0.0,0
2018-11-14,Winnipeg Jets,Washington Capitals,3.0,1.0,0
2018-11-15,Arizona Coyotes,Nashville Predators,2.0,1.0,0
2018-11-15,Columbus Blue Jackets,Florida Panthers,7.0,3.0,0
2018-11-15,Calgary Flames,Montreal Canadiens,2.0,3.0,0
2018-11-15,Minnesota Wild,Vancouver Canucks,6.0,2.0,0
2018-11-15,New York Islanders,New York Rangers,7.0,5.0,0
2018-11-15,Ottawa Senators,Detroit Red Wings,2.0,1.0,0
2018-11-15,Philadelphia Flyers,New Jersey Devils,0.0,3.0,0
2018-11-15,Pittsburgh Penguins,Tampa Bay Lightning,3.0,4.0,0
2018-11-15,San Jose Sharks,Toronto Maple Leafs,3.0,5.0,0
2018-11-16,Anaheim Ducks,Toronto Maple Leafs,1.0,2.0,1
2018-11-16,Chicago Blackhawks,Los Angeles Kings,1.0,2.0,1
2018-11-16,Colorado Avalanche,Washington Capitals,2.0,3.0,1
2018-11-16,Dallas Stars,Boston Bruins,1.0,0.0,1
2018-11-16,Vegas Golden Knights,St. Louis Blues,1.0,4.0,0
2018-11-16,Winnipeg Jets,Buffalo Sabres,1.0,2.0,1
2018-11-17,Arizona Coyotes,Boston Bruins,1.0,2.0,0
2018-11-17,Carolina Hurricanes,Columbus Blue Jackets,1.0,4.0,0
2018-11-17,Calgary Flames,Edmonton Oilers,4.0,2.0,0
2018-11-17,Minnesota Wild,Buffalo Sabres,2.0,3.0,0
2018-11-17,New Jersey Devils,Detroit Red Wings,2.0,3.0,1
2018-11-17,Nashville Predators,Los Angeles Kings,5.0,3.0,0
2018-11-17,New York Rangers,Florida Panthers,4.0,2.0,0
2018-11-17,Ottawa Senators,Pittsburgh Penguins,6.0,4.0,0
2018-11-17,Philadelphia Flyers,Tampa Bay Lightning,5.0,6.0,1
2018-11-17,San Jose Sharks,St. Louis Blues,4.0,0.0,0
2018-11-17,Vancouver Canucks,Montreal Canadiens,2.0,3.0,0
2018-11-18,Anaheim Ducks,Colorado Avalanche,3.0,4.0,1
2018-11-18,Carolina Hurricanes,New Jersey Devils,2.0,1.0,0
2018-11-18,Chicago Blackhawks,Minnesota Wild,3.0,1.0,0
2018-11-18,Edmonton Oilers,Vegas Golden Knights,3.0,6.0,0
2018-11-18,New York Islanders,Dallas Stars,2.0,6.0,0
2018-11-19,Calgary Flames,Vegas Golden Knights,7.0,2.0,0
